UTILITY CHARATERISTICS,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,Revenue,Sales,Customers,Revenue,Sales,Customers,Revenue,Sales,Customers,Revenue,Sales,Customers,Revenue,Sales,Customers
Year,Month,Utility Number,Utility Name,State,Ownership,Data Status,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count
2016,1,0,Adjustment 2016,AK,,Final,4249.076,20270.913,24121,6563.97,28277.567,10053,1919.842,9734.875,554,0,0,0,12732.888,58283.355,34728
2016,1,213,Alaska Electric Light&Power Co,AK,Investor Owned,Final,1959.56,15960.558,14401,1089.283,10919.319,2249,1235.123,12537.949,126,0,0,0,4283.966,39417.826,16776
2016,1,219,Alaska Power and Telephone Co,AK,Investor Owned,Final,701.478,2426.328,5380,769.329,2988.324,2259,0,0,0,0,0,0,1470.807,5414.652,7639
2016,1,221,"Alaska Village Elec Coop, Inc",AK,Cooperative,Final,2022,3985,7811,2993,7108,3076,0,0,0,0,0,0,5015,11093,10887
2016,1,599,Anchorage Municipal Light and Power,AK,Municipal,Final,2191.056,13375.687,24506,10071.17,76198.086,6406,0,0,0,0,0,0,12262.226,89573.773,30912
2016,1,3522,Chugach Electric Assn Inc,AK,Cooperative,Final,9314,51518,70699,7268,48878,9579,648,4925,7,0,0,0,17230,105321,80285
2016,1,7353,Golden Valley Elec Assn Inc,AK,Cooperative,Final,6000.604,31012.549,38596,2265.307,12514.82,6481,9911.13,74063.449,499,0,0,0,18177.041,117590.818,45576
2016,1,10210,Ketchikan Public Utilities,AK,Municipal,Final,801.938,7996.606,6422,625.269,6740.289,1278,130.85,1522.296,15,0,0,0,1558.057,16259.191,7715
2016,1,10433,Kodiak Electric Assn Inc,AK,Cooperative,Final,549,3187,4778,322,1924,1050,920,5694,107,0,0,0,1791,10805,5935
2016,1,10451,Kotzebue Electric Assn Inc,AK,Cooperative,Final,287,709,1136,435,1122,131,0,0,0,0,0,0,722,1831,1267
2016,1,11824,Matanuska Electric Assn Inc,AK,Cooperative,Final,9318.327,48465.419,58013,3966.324,23983.76,3926,0,0,0,0,0,0,13284.651,72449.179,61939
2016,1,19277,TDX North Slope Generating Co,AK,Investor Owned,Final,0,0,0,1801,7861,170,0,0,0,0,0,0,1801,7861,170
2016,1,19558,Homer Electric Assn Inc,AK,Cooperative,Final,3805.101,16301.749,26822,2944.594,13339,4048,1387.545,11542.075,25,0,0,0,8137.24,41182.824,30895
2016,1,88888,Total EPM,AK,,Final,41199.14,215208.809,282685,41114.246,241854.165,50706,16152.49,120019.644,1333,0,0,0,98465.876,577082.618,334724
2016,1,0,Adjustment 2016,AL,,Final,93316.348,858714.218,681388,46852.084,440269.593,125256,20361.367,293877.808,295,0,0,0,160529.799,1592861.619,806939
2016,1,195,Alabama Power Co,AL,Investor Owned,Final,209170,1846509,1255120,128139,1146090,198492,102084,1880327,6063,0,0,0,439393,4872926,1459675
